Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption
2025-01-24,Z4,36,45,0,2366
2025-01-24,Z5,36,45,0,2555
2025-01-25,Z1,35,89,0,1909
2025-01-25,Z2,35,89,0,2025
2025-01-25,Z3,35,89,0,2309
2025-01-25,Z4,35,89,0,2444
2025-01-25,Z5,35,89,0,2645
2025-01-26,Z1,22,49,0,1587
2025-01-26,Z2,22,49,0,1909
2025-01-26,Z3,22,49,0,2120
2025-01-26,Z4,22,49,0,2288
2025-01-26,Z5,22,49,0,2500
2025-01-27,Z1,20,58,0,1545
2025-01-27,Z2,20,58,0,1720
2025-01-27,Z3,20,58,0,2040
2025-01-27,Z4,20,58,0,2194
2025-01-27,Z5,20,58,0,2358
2025-01-28,Z1,30,55,0,1688
2025-01-28,Z2,30,55,0,1973
2025-01-28,Z3,30,55,0,2132
2025-01-28,Z4,30,55,0,2308
2025-01-28,Z5,30,55,0,2620
2025-01-29,Z1,32,44,0,1817
2025-01-29,Z2,32,44,0,1876
2025-01-29,Z3,32,44,0,2223
2025-01-29,Z4,32,44,0,2369
2025-01-29,Z5,32,44,0,2584
2025-01-30,Z1,20,72,0,1610
2025-01-30,Z2,20,72,0,1903
2025-01-30,Z3,20,72,0,2119
2025-01-30,Z4,20,72,0,2157
2025-01-30,Z5,20,72,0,2391
2025-01-31,Z1,22,42,0,1552
2025-01-31,Z2,22,42,0,1860
2025-01-31,Z3,22,42,0,1954
2025-01-31,Z4,22,42,0,2170
2025-01-31,Z5,22,42,0,2501
2025-02-01,Z1,25,75,0,1759
2025-02-01,Z2,25,75,0,1980
2025-02-01,Z3,25,75,0,2207
2025-02-01,Z4,25,75,0,2423
2025-02-01,Z5,25,75,0,2552
2025-02-02,Z1,31,80,0,1769
2025-02-02,Z2,31,80,0,2033
2025-02-02,Z3,31,80,0,2210
2025-02-02,Z4,31,80,0,2436
2025-02-02,Z5,31,80,0,2647
2025-02-03,Z1,27,63,0,1742
2025-02-03,Z2,27,63,0,1993
2025-02-03,Z3,27,63,0,2230
2025-02-03,Z4,27,63,0,2415
2025-02-03,Z5,27,63,0,2481
2025-02-04,Z1,27,61,0,1758
2025-02-04,Z2,27,61,0,1854
2025-02-04,Z3,27,61,0,2205
2025-02-04,Z4,27,61,0,2352
2025-02-04,Z5,27,61,0,2456
2025-02-05,Z1,34,55,0,1800
2025-02-05,Z2,34,55,0,2110
2025-02-05,Z3,34,55,0,2150
2025-02-05,Z4,34,55,0,2364
2025-02-05,Z5,34,55,0,2524
2025-02-06,Z1,25,57,0,1701
2025-02-06,Z2,25,57,0,1980
2025-02-06,Z3,25,57,0,2107
2025-02-06,Z4,25,57,0,2244
2025-02-06,Z5,25,57,0,2472
2025-02-07,Z1,32,62,1,2053
2025-02-07,Z2,32,62,1,2181
2025-02-07,Z3,32,62,1,2481
2025-02-07,Z4,32,62,1,2522
2025-02-07,Z5,32,62,1,2708
2025-02-08,Z1,32,79,0,1775
2025-02-08,Z2,32,79,0,2063
2025-02-08,Z3,32,79,0,2293
2025-02-08,Z4,32,79,0,2411
2025-02-08,Z5,32,79,0,2646
2025-02-09,Z1,31,77,1,2076
2025-02-09,Z2,31,77,1,2144
2025-02-09,Z3,31,77,1,2346
2025-02-09,Z4,31,77,1,2539
2025-02-09,Z5,31,77,1,2864
2025-02-10,Z1,21,89,0,1692
2025-02-10,Z2,21,89,0,1831
2025-02-10,Z3,21,89,0,2023
2025-02-10,Z4,21,89,0,2226
2025-02-10,Z5,21,89,0,2397
2025-02-11,Z1,37,42,0,1857
2025-02-11,Z2,37,42,0,2088
2025-02-11,Z3,37,42,0,2255
2025-02-11,Z4,37,42,0,2393
2025-02-11,Z5,37,42,0,2607
2025-02-12,Z1,37,57,0,1875
2025-02-12,Z2,37,57,0,2115
2025-02-12,Z3,37,57,0,2325
2025-02-12,Z4,37,57,0,2374
2025-02-12,Z5,37,57,0,2633
2025-02-13,Z1,35,68,0,1923
2025-02-13,Z2,35,68,0,2160
2025-02-13,Z3,35,68,0,2348
2025-02-13,Z4,35,68,0,2384
2025-02-13,Z5,35,68,0,2647
2025-02-14,Z1,36,47,0,1913
2025-02-14,Z2,36,47,0,2093
2025-02-14,Z3,36,47,0,2280
2025-02-14,Z4,36,47,0,2399
2025-02-14,Z5,36,47,0,2703
2025-02-15,Z1,24,81,0,1816
2025-02-15,Z2,24,81,0,1868
2025-02-15,Z3,24,81,0,2183
2025-02-15,Z4,24,81,0,2242
2025-02-15,Z5,24,81,0,2453
2025-02-16,Z1,31,76,0,1764
2025-02-16,Z2,31,76,0,2068
2025-02-16,Z3,31,76,0,2294
2025-02-16,Z4,31,76,0,2372
2025-02-16,Z5,31,76,0,2585
2025-02-17,Z1,20,56,0,1636
2025-02-17,Z2,20,56,0,1806
2025-02-17,Z3,20,56,0,1993
2025-02-17,Z4,20,56,0,2164
2025-02-17,Z5,20,56,0,2441
2025-02-18,Z1,20,64,0,1620
2025-02-18,Z2,20,64,0,1926
2025-02-18,Z3,20,64,0,2037
2025-02-18,Z4,20,64,0,2234
2025-02-18,Z5,20,64,0,2350
2025-02-19,Z1,30,56,1,2046
2025-02-19,Z2,30,56,1,2123
2025-02-19,Z3,30,56,1,2342
2025-02-19,Z4,30,56,1,2484
2025-02-19,Z5,30,56,1,2727
2025-02-20,Z1,32,78,0,1856
2025-02-20,Z2,32,78,0,1982
2025-02-20,Z3,32,78,0,2179
2025-02-20,Z4,32,78,0,2347
2025-02-20,Z5,32,78,0,2639
2025-02-21,Z1,27,69,1,1907
2025-02-21,Z2,27,69,1,2212
2025-02-21,Z3,27,69,1,2373
2025-02-21,Z4,27,69,1,2606
2025-02-21,Z5,27,69,1,2797
2025-02-22,Z1,29,48,0,1648
2025-02-22,Z2,29,48,0,1898
2025-02-22,Z3,29,48,0,2118
2025-02-22,Z4,29,48,0,2396
2025-02-22,Z5,29,48,0,2509
2025-02-23,Z1,34,88,0,1977
2025-02-23,Z2,34,88,0,2092
2025-02-23,Z3,34,88,0,2189
2025-02-23,Z4,34,88,0,2567
2025-02-23,Z5,34,88,0,2746
2025-02-24,Z1,31,64,1,1977
2025-02-24,Z2,31,64,1,2153
2025-02-24,Z3,31,64,1,2424
2025-02-24,Z4,31,64,1,2651
2025-02-24,Z5,31,64,1,2806
2025-02-25,Z1,26,65,0,1741
2025-02-25,Z2,26,65,0,1904
2025-02-25,Z3,26,65,0,2035
2025-02-25,Z4,26,65,0,2325
2025-02-25,Z5,26,65,0,2597
2025-02-26,Z1,28,59,0,1696
2025-02-26,Z2,28,59,0,1939
2025-02-26,Z3,28,59,0,2150
2025-02-26,Z4,28,59,0,2422
2025-02-26,Z5,28,59,0,2472
2025-02-27,Z1,20,59,0,1618
2025-02-27,Z2,20,59,0,1791
2025-02-27,Z3,20,59,0,2070
2025-02-27,Z4,20,59,0,2228
2025-02-27,Z5,20,59,0,2377
2025-02-28,Z1,31,64,0,1721
2025-02-28,Z2,31,64,0,1947
2025-02-28,Z3,31,64,0,2176
2025-02-28,Z4,31,64,0,2401
2025-02-28,Z5,31,64,0,2593
2025-03-01,Z1,37,86,0,2020
2025-03-01,Z2,37,86,0,2046
2025-03-01,Z3,37,86,0,2279
2025-03-01,Z4,37,86,0,2593
2025-03-01,Z5,37,86,0,2692
2025-03-02,Z1,21,48,0,1637
2025-03-02,Z2,21,48,0,1776
2025-03-02,Z3,21,48,0,1930
2025-03-02,Z4,21,48,0,2281
2025-03-02,Z5,21,48,0,2343
2025-03-03,Z1,27,43,0,1694
2025-03-03,Z2,27,43,0,1806
2025-03-03,Z3,27,43,0,2046
2025-03-03,Z4,27,43,0,2198
2025-03-03,Z5,27,43,0,2491
2025-03-04,Z1,33,67,0,1833
2025-03-04,Z2,33,67,0,2108
2025-03-04,Z3,33,67,0,2200
2025-03-04,Z4,33,67,0,2390
2025-03-04,Z5,33,67,0,2666
2025-03-05,Z1,23,81,0,1776
2025-03-05,Z2,23,81,0,1824
2025-03-05,Z3,23,81,0,2156
2025-03-05,Z4,23,81,0,2333
2025-03-05,Z5,23,81,0,2566
2025-03-06,Z1,37,79,0,1876
2025-03-06,Z2,37,79,0,2050
2025-03-06,Z3,37,79,0,2238
2025-03-06,Z4,37,79,0,2435
2025-03-06,Z5,37,79,0,2719
2025-03-07,Z1,28,86,0,1851
2025-03-07,Z2,28,86,0,1904
2025-03-07,Z3,28,86,0,2109
2025-03-07,Z4,28,86,0,2452
2025-03-07,Z5,28,86,0,2649
2025-03-08,Z1,20,49,0,1548
2025-03-08,Z2,20,49,0,1806
2025-03-08,Z3,20,49,0,2019
2025-03-08,Z4,20,49,0,2281
2025-03-08,Z5,20,49,0,2490
2025-03-09,Z1,26,55,0,1648
2025-03-09,Z2,26,55,0,1936
2025-03-09,Z3,26,55,0,2033
2025-03-09,Z4,26,55,0,2277
2025-03-09,Z5,26,55,0,2454
2025-03-10,Z1,32,85,0,1888
2025-03-10,Z2,32,85,0,2128
2025-03-10,Z3,32,85,0,2250
2025-03-10,Z4,32,85,0,2480
2025-03-10,Z5,32,85,0,2628
2025-03-11,Z1,32,85,0,1901
2025-03-11,Z2,32,85,0,2140
2025-03-11,Z3,32,85,0,2310
2025-03-11,Z4,32,85,0,2374
2025-03-11,Z5,32,85,0,2742
2025-03-12,Z1,27,68,0,1682
2025-03-12,Z2,27,68,0,1859
2025-03-12,Z3,27,68,0,2213
2025-03-12,Z4,27,68,0,2327
2025-03-12,Z5,27,68,0,2493
2025-03-13,Z1,20,53,0,1594
2025-03-13,Z2,20,53,0,1731
2025-03-13,Z3,20,53,0,2088
2025-03-13,Z4,20,53,0,2155
2025-03-13,Z5,20,53,0,2349
2025-03-14,Z1,20,66,0,1591
2025-03-14,Z2,20,66,0,1927
2025-03-14,Z3,20,66,0,2116
2025-03-14,Z4,20,66,0,2201
2025-03-14,Z5,20,66,0,2457
2025-03-15,Z1,35,53,0,1767
2025-03-15,Z2,35,53,0,2057
2025-03-15,Z3,35,53,0,2272
2025-03-15,Z4,35,53,0,2353
2025-03-15,Z5,35,53,0,2645
2025-03-16,Z1,20,78,0,1672
2025-03-16,Z2,20,78,0,1926
2025-03-16,Z3,20,78,0,2023
2025-03-16,Z4,20,78,0,2261
2025-03-16,Z5,20,78,0,2411
2025-03-17,Z1,28,56,0,1818
2025-03-17,Z2,28,56,0,1980
2025-03-17,Z3,28,56,0,2084
2025-03-17,Z4,28,56,0,2262
2025-03-17,Z5,28,56,0,2559
2025-03-18,Z1,35,89,0,1962
2025-03-18,Z2,35,89,0,2048
2025-03-18,Z3,35,89,0,2293
2025-03-18,Z4,35,89,0,2486
2025-03-18,Z5,35,89,0,2645
2025-03-19,Z1,26,87,0,1814
2025-03-19,Z2,26,87,0,1897
2025-03-19,Z3,26,87,0,2129
2025-03-19,Z4,26,87,0,2295
2025-03-19,Z5,26,87,0,2618
2025-03-20,Z1,29,85,0,1900
2025-03-20,Z2,29,85,0,1950
2025-03-20,Z3,29,85,0,2289
2025-03-20,Z4,29,85,0,2471
2025-03-20,Z5,29,85,0,2672
2025-03-21,Z1,28,85,0,1888
2025-03-21,Z2,28,85,0,2008
2025-03-21,Z3,28,85,0,2199
2025-03-21,Z4,28,85,0,2458
2025-03-21,Z5,28,85,0,2638
2025-03-22,Z1,26,45,1,1851
2025-03-22,Z2,26,45,1,2089
2025-03-22,Z3,26,45,1,2261
2025-03-22,Z4,26,45,1,2444
2025-03-22,Z5,26,45,1,2582
2025-03-23,Z1,31,43,0,1826
2025-03-23,Z2,31,43,0,2034
2025-03-23,Z3,31,43,0,2113
2025-03-23,Z4,31,43,0,2296
2025-03-23,Z5,31,43,0,2628
2025-03-24,Z1,33,41,1,2041
2025-03-24,Z2,33,41,1,2152
2025-03-24,Z3,33,41,1,2334
2025-03-24,Z4,33,41,1,2583
2025-03-24,Z5,33,41,1,2848
2025-03-25,Z1,26,55,0,1720
2025-03-25,Z2,26,55,0,1878
2025-03-25,Z3,26,55,0,2134
2025-03-25,Z4,26,55,0,2241
2025-03-25,Z5,26,55,0,2444
2025-03-26,Z1,20,83,0,1730
2025-03-26,Z2,20,83,0,1895
2025-03-26,Z3,20,83,0,2085
2025-03-26,Z4,20,83,0,2194
2025-03-26,Z5,20,83,0,2387
2025-03-27,Z1,37,78,0,1953
2025-03-27,Z2,37,78,0,2151
2025-03-27,Z3,37,78,0,2364
2025-03-27,Z4,37,78,0,2533
2025-03-27,Z5,37,78,0,2615
2025-03-28,Z1,33,87,0,1818
2025-03-28,Z2,33,87,0,2027
2025-03-28,Z3,33,87,0,2204
2025-03-28,Z4,33,87,0,2443
2025-03-28,Z5,33,87,0,2655
2025-03-29,Z1,36,43,0,1886
2025-03-29,Z2,36,43,0,1933
2025-03-29,Z3,36,43,0,2150
2025-03-29,Z4,36,43,0,2367
2025-03-29,Z5,36,43,0,2603
2025-03-30,Z1,33,78,0,1924
2025-03-30,Z2,33,78,0,1963
2025-03-30,Z3,33,78,0,2227
2025-03-30,Z4,33,78,0,2421
2025-03-30,Z5,33,78,0,2730
2025-03-31,Z1,36,66,0,1941
2025-03-31,Z2,36,66,0,2075
2025-03-31,Z3,36,66,0,2217
2025-03-31,Z4,36,66,0,2556
2025-03-31,Z5,36,66,0,2761
2025-04-01,Z1,26,89,0,1705
2025-04-01,Z2,26,89,0,2043
2025-04-01,Z3,26,89,0,2106
2025-04-01,Z4,26,89,0,2359
2025-04-01,Z5,26,89,0,2534
2025-04-02,Z1,27,62,1,1892
2025-04-02,Z2,27,62,1,2131
2025-04-02,Z3,27,62,1,2322
2025-04-02,Z4,27,62,1,2603
2025-04-02,Z5,27,62,1,2633
2025-04-03,Z1,29,80,0,1867
2025-04-03,Z2,29,80,0,1961
2025-04-03,Z3,29,80,0,2237
2025-04-03,Z4,29,80,0,2463
2025-04-03,Z5,29,80,0,2551
2025-04-04,Z1,37,73,0,1801
2025-04-04,Z2,37,73,0,2030
2025-04-04,Z3,37,73,0,2337
2025-04-04,Z4,37,73,0,2578
2025-04-04,Z5,37,73,0,2709
2025-04-05,Z1,28,72,0,1671
2025-04-05,Z2,28,72,0,1956
2025-04-05,Z3,28,72,0,2191
2025-04-05,Z4,28,72,0,2308
2025-04-05,Z5,28,72,0,2587
2025-04-06,Z1,30,78,0,1755
2025-04-06,Z2,30,78,0,2103
2025-04-06,Z3,30,78,0,2225
2025-04-06,Z4,30,78,0,2483
2025-04-06,Z5,30,78,0,2528
2025-04-07,Z1,27,53,0,1706
2025-04-07,Z2,27,53,0,1993
2025-04-07,Z3,27,53,0,2056
2025-04-07,Z4,27,53,0,2379
2025-04-07,Z5,27,53,0,2539
2025-04-08,Z1,28,44,0,1794
2025-04-08,Z2,28,44,0,1853
2025-04-08,Z3,28,44,0,2079
2025-04-08,Z4,28,44,0,2304
2025-04-08,Z5,28,44,0,2590
2025-04-09,Z1,35,63,0,1945
2025-04-09,Z2,35,63,0,2148
2025-04-09,Z3,35,63,0,2290
2025-04-09,Z4,35,63,0,2379
2025-04-09,Z5,35,63,0,2658
2025-04-10,Z1,35,86,0,1799
2025-04-10,Z2,35,86,0,2141
2025-04-10,Z3,35,86,0,2317
2025-04-10,Z4,35,86,0,2537
2025-04-10,Z5,35,86,0,2715
2025-04-11,Z1,31,85,0,1838
2025-04-11,Z2,31,85,0,2089
2025-04-11,Z3,31,85,0,2255
2025-04-11,Z4,31,85,0,2414
2025-04-11,Z5,31,85,0,2607
2025-04-12,Z1,30,49,0,1788
2025-04-12,Z2,30,49,0,1927
2025-04-12,Z3,30,49,0,2240
2025-04-12,Z4,30,49,0,2305
2025-04-12,Z5,30,49,0,2623
2025-04-13,Z1,22,80,0,1680
2025-04-13,Z2,22,80,0,1951
2025-04-13,Z3,22,80,0,2137
2025-04-13,Z4,22,80,0,2270
2025-04-13,Z5,22,80,0,2542
2025-04-14,Z1,25,40,0,1627
2025-04-14,Z2,25,40,0,1898
2025-04-14,Z3,25,40,0,1973
2025-04-14,Z4,25,40,0,2250
2025-04-14,Z5,25,40,0,2464
2025-04-15,Z1,21,63,0,1709
2025-04-15,Z2,21,63,0,1800
2025-04-15,Z3,21,63,0,2002
2025-04-15,Z4,21,63,0,2293
2025-04-15,Z5,21,63,0,2371
2025-04-16,Z1,21,45,0,1610
2025-04-16,Z2,21,45,0,1713
2025-04-16,Z3,21,45,0,2084
2025-04-16,Z4,21,45,0,2242
2025-04-16,Z5,21,45,0,2384
2025-04-17,Z1,32,50,1,1896
2025-04-17,Z2,32,50,1,2229
2025-04-17,Z3,32,50,1,2294
2025-04-17,Z4,32,50,1,2655
2025-04-17,Z5,32,50,1,2701
2025-04-18,Z1,23,51,0,1655
2025-04-18,Z2,23,51,0,1815
2025-04-18,Z3,23,51,0,2119
2025-04-18,Z4,23,51,0,2255
2025-04-18,Z5,23,51,0,2474
2025-04-19,Z1,20,78,0,1586
2025-04-19,Z2,20,78,0,1917
2025-04-19,Z3,20,78,0,2083
2025-04-19,Z4,20,78,0,2277
2025-04-19,Z5,20,78,0,2377
2025-04-20,Z1,32,44,0,1789
2025-04-20,Z2,32,44,0,1927
2025-04-20,Z3,32,44,0,2128
2025-04-20,Z4,32,44,0,2288
2025-04-20,Z5,32,44,0,2469
2025-04-21,Z1,25,53,0,1759
2025-04-21,Z2,25,53,0,1882
2025-04-21,Z3,25,53,0,2104
2025-04-21,Z4,25,53,0,2208
2025-04-21,Z5,25,53,0,2537
2025-04-22,Z1,37,49,0,1895
2025-04-22,Z2,37,49,0,2061
2025-04-22,Z3,37,49,0,2303
2025-04-22,Z4,37,49,0,2368
2025-04-22,Z5,37,49,0,2615
2025-04-23,Z1,34,52,1,2113
2025-04-23,Z2,34,52,1,2155
2025-04-23,Z3,34,52,1,2449
2025-04-23,Z4,34,52,1,2558
2025-04-23,Z5,34,52,1,2838
2025-04-24,Z1,25,85,0,1720
2025-04-24,Z2,25,85,0,2016
2025-04-24,Z3,25,85,0,2136
2025-04-24,Z4,25,85,0,2419
2025-04-24,Z5,25,85,0,2584
2025-04-25,Z1,21,56,0,1572
2025-04-25,Z2,21,56,0,1727
2025-04-25,Z3,21,56,0,2058
2025-04-25,Z4,21,56,0,2181
2025-04-25,Z5,21,56,0,2351
2025-04-26,Z1,37,69,0,1916
2025-04-26,Z2,37,69,0,2101
2025-04-26,Z3,37,69,0,2226
2025-04-26,Z4,37,69,0,2475
2025-04-26,Z5,37,69,0,2706
2025-04-27,Z1,20,73,0,1603
2025-04-27,Z2,20,73,0,1869
2025-04-27,Z3,20,73,0,2033
2025-04-27,Z4,20,73,0,2206
2025-04-27,Z5,20,73,0,2413
2025-04-28,Z1,34,66,0,1855
2025-04-28,Z2,34,66,0,2046
2025-04-28,Z3,34,66,0,2177
2025-04-28,Z4,34,66,0,2348
2025-04-28,Z5,34,66,0,2692
2025-04-29,Z1,22,89,0,1717
2025-04-29,Z2,22,89,0,1893
2025-04-29,Z3,22,89,0,2152
2025-04-29,Z4,22,89,0,2368
2025-04-29,Z5,22,89,0,2426
2025-04-30,Z1,37,86,0,1884
2025-04-30,Z2,37,86,0,2091
2025-04-30,Z3,37,86,0,2271
2025-04-30,Z4,37,86,0,2427
2025-04-30,Z5,37,86,0,2685
2025-05-01,Z1,33,85,0,1944
2025-05-01,Z2,33,85,0,2011
2025-05-01,Z3,33,85,0,2339
2025-05-01,Z4,33,85,0,2397
2025-05-01,Z5,33,85,0,2672
2025-05-02,Z1,22,88,0,1766
2025-05-02,Z2,22,88,0,1999
2025-05-02,Z3,22,88,0,2187
2025-05-02,Z4,22,88,0,2264
2025-05-02,Z5,22,88,0,2492
2025-05-03,Z1,21,56,0,1528
2025-05-03,Z2,21,56,0,1855
2025-05-03,Z3,21,56,0,2093
2025-05-03,Z4,21,56,0,2146
2025-05-03,Z5,21,56,0,2381
2025-05-04,Z1,37,46,0,1784
2025-05-04,Z2,37,46,0,2120
2025-05-04,Z3,37,46,0,2233
2025-05-04,Z4,37,46,0,2462
2025-05-04,Z5,37,46,0,2712
2025-05-05,Z1,29,74,0,1881
2025-05-05,Z2,29,74,0,1899
2025-05-05,Z3,29,74,0,2206
2025-05-05,Z4,29,74,0,2421
2025-05-05,Z5,29,74,0,2528
2025-05-06,Z1,33,61,0,1768
2025-05-06,Z2,33,61,0,2022
2025-05-06,Z3,33,61,0,2217
2025-05-06,Z4,33,61,0,2333
2025-05-06,Z5,33,61,0,2577
2025-05-07,Z1,35,55,1,1965
2025-05-07,Z2,35,55,1,2154
2025-05-07,Z3,35,55,1,2529
2025-05-07,Z4,35,55,1,2580
2025-05-07,Z5,35,55,1,2751
2025-05-08,Z1,29,51,0,1688
2025-05-08,Z2,29,51,0,1926
2025-05-08,Z3,29,51,0,2109
2025-05-08,Z4,29,51,0,2249
2025-05-08,Z5,29,51,0,2570
2025-05-09,Z1,29,83,1,2073
2025-05-09,Z2,29,83,1,2245
2025-05-09,Z3,29,83,1,2321
2025-05-09,Z4,29,83,1,2585
2025-05-09,Z5,29,83,1,2727
2025-05-10,Z1,21,87,0,1764
2025-05-10,Z2,21,87,0,1987
2025-05-10,Z3,21,87,0,2145
2025-05-10,Z4,21,87,0,2369
2025-05-10,Z5,21,87,0,2449
2025-05-11,Z1,21,53,0,1649
2025-05-11,Z2,21,53,0,1776
2025-05-11,Z3,21,53,0,1926
2025-05-11,Z4,21,53,0,2166
2025-05-11,Z5,21,53,0,2463
2025-05-12,Z1,31,84,0,1852
2025-05-12,Z2,31,84,0,1975
2025-05-12,Z3,31,84,0,2188
2025-05-12,Z4,31,84,0,2519
2025-05-12,Z5,31,84,0,2612
2025-05-13,Z1,23,51,0,1714
2025-05-13,Z2,23,51,0,1920
2025-05-13,Z3,23,51,0,1968
2025-05-13,Z4,23,51,0,2151
2025-05-13,Z5,23,51,0,2540
2025-05-14,Z1,20,56,0,1529
2025-05-14,Z2,20,56,0,1804
2025-05-14,Z3,20,56,0,1975
2025-05-14,Z4,20,56,0,2304
2025-05-14,Z5,20,56,0,2326
2025-05-15,Z1,32,48,0,1799
2025-05-15,Z2,32,48,0,2016
2025-05-15,Z3,32,48,0,2076
2025-05-15,Z4,32,48,0,2303
2025-05-15,Z5,32,48,0,2565
2025-05-16,Z1,30,42,0,1732
2025-05-16,Z2,30,42,0,1912
2025-05-16,Z3,30,42,0,2163
2025-05-16,Z4,30,42,0,2241
2025-05-16,Z5,30,42,0,2454
2025-05-17,Z1,22,79,0,1630
2025-05-17,Z2,22,79,0,1939
2025-05-17,Z3,22,79,0,2052
2025-05-17,Z4,22,79,0,2373
2025-05-17,Z5,22,79,0,2528
2025-05-18,Z1,37,67,0,1911
2025-05-18,Z2,37,67,0,2086
2025-05-18,Z3,37,67,0,2295
2025-05-18,Z4,37,67,0,2439
2025-05-18,Z5,37,67,0,2750
2025-05-19,Z1,22,54,0,1563
2025-05-19,Z2,22,54,0,1855
2025-05-19,Z3,22,54,0,2134
2025-05-19,Z4,22,54,0,2319
2025-05-19,Z5,22,54,0,2491
2025-05-20,Z1,30,50,0,1828
